Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
lebih baik jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0
munas alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteriakriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di  mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
 luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
    kafan berasal dari budaya yahudi kenapa umat islam mengklaim ,0,0,0,0,0,0,0,0,0,0,0,0
oleh rezim skrg atas kendali negara cina komunis yg mjd patron tunggal rezim anti islam  jokowi ,1,0,0,1,1,1,0,0,0,0,1,0
  itu tanda nya mau pilkada n pilpres,0,0,0,0,0,0,0,0,0,0,0,0
misi membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur nojabarasyik asyikmnang,0,0,0,0,0,0,0,0,0,0,0,0
ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your things   bsn    bank islam    nurliyana bte abdul raziff ,0,0,0,0,0,0,0,0,0,0,0,0
 apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras,1,1,1,0,0,0,0,0,1,1,0,0
  celeng kgn gw y,0,1,0,0,0,0,0,0,0,0,0,0
teranginegeri dengan budaya  yuk pada visit ke purwokerto mumpung ada even rakyat  purwokerto extravaganzabanyumas,0,0,0,0,0,0,0,0,0,0,0,0
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kis sertifikat tanah perhutanan sosial bbm  harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
 aamiin ya allah ntimnya kinan aja sampai pelatihan ular karena dia dapat di rawarawa aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
  maju kamu ngatain mama aku bolot,1,1,1,0,0,0,0,0,1,1,0,0
grombolan kadal jidat gosongmmg bgtu sukanya ribut tapi klo grombolanya yg salah pura budekdasar grombolan cingkrang url,1,1,0,1,0,0,1,0,0,0,1,0
   segitu gentarnya dia takut terhadap kafirxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
   betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
 siapa bego lu bukan tmn gua najis dah kesel sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
  kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
 tau dong bau baunya udh keciri ini sipit buluq,1,1,1,0,0,1,0,0,0,1,0,0
 kayak memegang bukan mucikari,0,0,0,0,0,0,0,0,0,0,0,0
guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
 anjir serem maennya begituan xfxfxxxfxfxxc,0,1,0,0,0,0,0,0,0,0,0,0
 kayaknya bisa atau cuma bank tertentu bilang aja mau jual uang asingtukar ke rupiah,0,0,0,0,0,0,0,0,0,0,0,0
    onta yaman ninnsetahun lagi gua deportasi loe,1,1,1,0,0,0,0,0,1,0,0,1
hatihati berita pilkada yang berbau hoax madiun madiuntoday thmadiun kotakarismatikmadiun tolakcukaiilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
 anak cocot ya ini ,1,1,1,0,0,0,0,0,1,1,0,0
 xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxudah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di ss taunya berit udah,1,0,1,0,0,0,0,0,1,1,0,0
mantaaap dm dekat sama banser bang ,0,0,0,0,0,0,0,0,0,0,0,0
ternyata ada lebah yg gak suka bunga tapi makan bangkai gw penasaran madu nya kaya gimana xfxfxax,0,0,0,0,0,0,0,0,0,0,0,0
  pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
    naahh yg dongo yg bilang hekell hahaha,0,1,0,0,0,0,0,0,0,0,0,0
    hahahaha blunder lu cebong yg gak ngasih tuh pem pusat dengan alasan ham kalau rakyat aceh ya mau kali pun cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh klau dpr a,1,1,1,0,0,0,0,0,1,1,0,0
bangsad gua dah nyelem ampe bawah balik lgi ke atas,0,1,0,0,0,0,0,0,0,0,0,0
saya tak bisa dipancingpancing dgn urusan penistaan atau bukan saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
    cebong kacung itu kt temen gw dungunya sampe ke tulang sumjd jgn buang energi debat sm merekaxfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
 partai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
signal kntl  pemeliharaan apalagi ini  niat gak sih  login twitter doank susah amat gmn mau open redtube  cetan  ,1,1,0,1,0,0,0,1,0,0,1,0
  matane aku moh aku kafir wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
 jadi inget fesbuk anjir lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
 kalo aing sih bakal bilang hilih kntl,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani udah pake hijab yg masih ngomong cebang cebong udah pernah fantasiin doi belom uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
 tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagipula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian seperti ini tidak akan terjadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy sam wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
ya terserah lo aja balasnya kembali fokus kepada kerjaan kita  kami mengerjakan tugas project seni budaya hanya dalam  hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan  setelah kejadian project itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
ga bakalan bro,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan bodoh  masuk kategori perbuatan tidak menyenangkannnkelakuan sontoloyo  sangat menganggu persatuan bangsannkelakuan naif  secara tidak langsung sbg bentuk intimidasi thd ulamannkelakuan ,1,1,1,0,0,0,0,0,1,1,0,0
monyet turun ke pemukiman warga cibadak sukabumi  url,0,0,0,0,0,0,0,0,0,0,0,0
 kotor ga masalah yang penting bahagia warganya cebong mana ngerti,1,1,0,1,0,0,0,0,1,0,1,0
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle,0,0,0,0,0,0,0,0,0,0,0,0
  sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah url dan prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
  wkwkwkwk bodo bang,0,1,0,0,0,0,0,0,0,0,0,0
  bikan kaya orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial  tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
 pak  mahfud md sudah berpaling dari allah swt pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
  orang bego kebanyakan minum amp makan kotoran onta otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi url,1,0,1,0,0,0,0,0,1,1,0,0
warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu  sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
lembaga antikorupsi masa lalu bubar krn sentuh kekuasaan giliran kpk kenapa pdip partai politik penguasa yg plg ngotot ingin bubarkan kpk,1,0,0,1,0,0,0,0,1,0,1,0
   justru mas klo mnyudutkan salah satu agama trtentu malah bahayaitulah pak rocky ini cerdik dia bisa nyusun kalimat yg tepat amppantas dgunakaninti dari ini dia mau kasih tau pngertian fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
para pendukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp  t tapi ngak sadar kenapa aseng bisa kabur bawa uang sebanyak itu tanpa didukung pribumi asu mustahil aseng bisa pribumi hanya diam kalau disogok mental kacung emang url,1,1,0,1,0,1,0,0,0,0,1,0
    lo rabun apa budekngue nulis gak ngomongnxfxfxxxfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
bismillah nahan sepo yang terkutuk,0,1,0,0,0,0,0,0,0,0,0,0
 brahahahaaa cebong nya ngahok  xfxfxaxaxfxfxaxa   cebong blm cebok   ,1,1,1,0,0,0,0,0,1,1,0,0
apdet status bikin tugas kelar gak ya kok jancuk sekali mbut,0,1,0,0,0,0,0,0,0,0,0,0
 pak  walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa  negara,0,0,0,0,0,0,0,0,0,0,0,0
 ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut nnkesehatanikanncc   ,0,0,0,0,0,0,0,0,0,0,0,0
artinya apa  pribumi sadari  lihat siapa mereka  kecuali kalian samasama cina komunis  misionaris abaikan tweet ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah bnyak berbuat untuk umat url,1,0,1,0,0,0,0,0,1,1,0,0
  manusia bangsad ,1,1,1,0,0,0,0,0,1,1,0,0
  tpi ingat ya jangan sampe cina mengenalkan wisata haram jga ke indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0
  nanya di mana prabowo dan pks saja bib kan asoy tuh dianggap antek prabowo dan antek pks hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salahlovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia  perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan terima kasih lovrensalah  favourites bff bro,0,0,0,0,0,0,0,0,0,0,0,0
   sama aja lh laemeskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka,0,0,0,0,0,0,0,0,0,0,0,0
   saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macetxexxa,0,0,0,0,0,0,0,0,0,0,0,0
  udah minta maaf kunyuk  bronnenak bgt rasan merekasebar hoax minta maafsebar hoax lagi minta maaf laginnmesti d sapu dulu  biar jera nih orang url,1,1,1,0,0,0,0,0,1,1,0,0
hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara  junior chamber international jci indonesia national event setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0
 selain perkuat jaringan gubernur  juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tgb terhadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
  provider brengsek,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri ke  meminta khofifah emil untuk dekat dengan masyarakat  no  bisa  baguss,0,0,0,0,0,0,0,0,0,0,0,0
   yang dungu itu orang yang mau ganti presiden tp g tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
  bokep cewek bispak bandung ngentot croot di dalam xfxfxxnndownload full  url url,0,1,0,0,0,0,0,0,0,0,0,0
 kampret complain rag ditanggepi fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kok kaya jablay gta maunya dijemput pake mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
sementara itu  kerjanya musuhi dakwah islam  bubarkan hti rakyat jg berhak lengserkan jokowok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
    hah katanya saling melengkapi orang buktinya kamu juga goblok gimana si,1,1,1,0,0,0,0,0,1,1,0,0
xexxctidakxexxd kata salah seorang khalifah rasyidin itu xexxckami dahulu memerangi orang kafir bersama merekaxexxd xexxckalau begitu mereka orangorang munafikxexxd xexxctidak juga sebab orang muna,0,0,0,0,0,0,0,0,0,0,0,0
                  dia doyan nete un jadi maklumin,0,1,0,0,0,0,0,0,0,0,0,0
 nek ndelok match terkhir celsi sih kudune menang mudah emyu tapi yo embuh sih celsi kacrut ki raiso diprediksi ,1,1,0,1,0,0,0,0,1,0,1,0
 yakali pak tni suruh urusin sampah plastik ,0,0,0,0,0,0,0,0,0,0,0,0
  itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung ke polisi serius tuh   kitab suci itu fiksi kata rocky  pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
 bajingan tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
kok bs pake buruh cina kan rakyat sendiri bnyak pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
                    ,1,1,0,1,0,0,0,0,1,0,1,0
rp haneul pada cute padahal rlnya perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
            bilangnya anti asing asengnda taunya wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
 di suriah sekolah radikal dan rakit bomplg ke indonesia jadi tempat pklya di amankan,0,0,0,0,0,0,0,0,0,0,0,0
  karena kadang hidup emang kayak tai malah kadang yang berak orang lain tapi elo yang harus beresin tainya tangan lo yxexxa,0,1,0,0,0,0,0,0,0,0,0,0
 ih banci selotipan ,1,1,1,0,0,0,0,1,0,1,0,0
        haha kalah ni yee org jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
   yg cinta orba pasti meng idola kan prabowo amp hary tanoe d,1,0,1,0,0,0,0,0,1,1,0,0
nantang buka dadalah eh nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan pak joko widodo presiden ri ke  pada makin stresssssss nie hati kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
    belah duren yaaaangak dunguya gak cebongxfxfxxxfxfxxnmaaf ya,1,1,1,0,0,0,0,0,1,1,0,0
orangorang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hti amp fpi url,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
 sekedar share juga temen kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas xfxfxxaf,0,0,0,0,0,0,0,0,0,0,0,0
  pantat mn nh pngen nusuk dan ditusuknxfxfxxopen bo wa n gaybrondong massageboy gayjakarta gayjogja gaytanggerxexxa,0,1,0,0,0,0,0,0,0,0,0,0
 yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
 kayak orang nyosor mau minta nete ,0,1,0,0,0,0,0,0,0,0,0,0
 ngewe bae,0,1,0,0,0,0,0,0,0,0,0,0
 jebur bloon bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd balai politik ,0,0,0,0,0,0,0,0,0,0,0,0
pak  perlu melanjutkan rencana  untuk menyeret  ke pengadilan ham pbb  url,1,0,1,0,0,0,0,0,1,1,0,0
 kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama  hari dari tanggal pembeliannhauzminiquiz hauzidnyuk ikutannuser,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir,1,0,0,1,0,1,0,0,0,0,0,1
      we ada pipis onta tercecer di mari pantes bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
  kalo kejadian disini mungkin juga kalian yg triak paling lantang pmrth pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth bilang  hari kelamaan harusnya ,0,0,0,0,0,0,0,0,0,0,0,0
  mari berjuangsampai jokowi dilanti kembali di thn njangan gentar njangan takut nwalau mata benang di leher walau ujung tombak di porut nntidak akan surut langkah kitantidak akan bisu suara kitantidak akan,0,0,0,0,0,0,0,0,0,0,0,0
        kaya monyet,0,1,0,0,0,0,0,0,0,0,0,0
survei di metro tv jokowi menang dari presiden baru etapi cara ngitungnya gimana ya  bisa ngalahin  jangan salah judul maksudnya jokowi masih menangis  sumber  zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
                      ,0,0,0,0,0,0,0,0,0,0,0,0
cuba la tgk anime ni karakai jozu no takagisan kalau rasa nak feeling feeling cinta monyet zaman sekolahmemang throwback habes url,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya erau di kutai kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
  ad yang mau contactnya retweet sekarang yanbanyak banget kenalan tante jilboob sangenini namanya tante dea oxexxa,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara  sekalian lengserkan jokowi salamtahun ,1,0,1,0,0,0,0,0,1,0,0,1
  wah hebatnya pak  yg lg sibuk pencitraan     baca nih,1,0,1,0,0,0,0,0,1,1,0,0
 bagi anda mungkin gk apa tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sdh menista syariat kami,1,1,1,0,1,0,0,0,0,1,0,0
  baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia blom merdeka indonesia masih dijajah oleh orang cina  takbirallauakbar url,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata pengamat politik hantayudha kalau paslon no ini tidak ada  khanz nya di jateng   jatenggayeng  tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
   jongos penista agama ahok sok sok ngong saramajikan nya penebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
    boleh saya follow bli juga saya katolik dan ikut akun prof  utk menambah wawasan berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
 kapan tuh si bejat cabul  balik  pengecut si onta itu ye,1,1,1,0,0,0,0,1,0,1,0,0
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
    adian gaya lu kaya beruk gini klo supir tembak metromini masuk dprnkampungan lu,1,1,1,0,0,0,0,0,1,1,0,0
  km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mo dibawa kemana pengertiannya spt anda pintar mengundeeestimatekan org gw pinter komen ajah rejim now pinter mangkrakin janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
 kan emang gw dongo,0,1,0,0,0,0,0,0,0,0,0,0
  ih masak di samain smaa sampah xfxfxxaxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
    gw terpukaukaukau gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa ,0,0,0,0,0,0,0,0,0,0,0,0
     yaaelah chat aja loe urusin noh yg dah keliatan mesum anggotadpr pd mingkem yg nyata selingkuh th kalian pura budek bong gk nyampe otaknya,1,1,0,1,0,0,1,1,0,0,1,0
 tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti dap tapi kita bimbang fahaman yang dibawa oleh mereka,0,0,0,0,0,0,0,0,0,0,0,0
cermin pun pecah saat dirinya berkaca ,0,0,0,0,0,0,0,0,0,0,0,0
 lansung tag partainyanga berani ya berarti kau banci,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel nya asing kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
 kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
 agama katholik ngak ada yg menyebut khatolik nusantara agama kristen protestan ngak ada yg menyebut kristen protestan nusantara agama hindu ngak ada yg menyebut hindu nusantara agama budha ngak ada yg menyebut budha nusantara lha kok ini,0,0,0,0,0,0,0,0,0,0,0,0
 karena berbasis teknologi digital presiden juga minta sistem betulbetul jalan dan langsung bisa digunakan dan ramah bagi pengguna ratas,0,0,0,0,0,0,0,0,0,0,0,0
  ahhh itu kan perasaanmu saja utk menghibur diri mana ada cebong tdk bahagia presiden cebong punya tol cebong punya lha elo punya cuma germo ,1,1,1,0,0,0,0,0,1,1,0,0
kami lebih resah anda jd presiden hidup anda penuh drama dan pencitraan main ftv aja joko judulnya url,1,0,1,0,0,0,0,0,1,1,0,0
agama kristenngolongan darah bnasal  san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
budha bunuh muslim di myanmar,1,0,0,1,1,0,0,0,0,0,1,0
 jahudi bangke minta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
papamintaketuafraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1,0,1,0,0,0,0,0,1,1,0,0
    cina,0,0,0,0,0,0,0,0,0,0,0,0
 hoax kodok biawak meroket sekop bangsat karbitan munafik  gantipresiden presidenbaru  tenggelamkanjokowikesungaisiak,1,1,0,1,0,1,0,0,0,0,1,0
itu yg pada ribut komunis blabla mungkin emoh baca yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunanpembangunan lainnya,0,0,0,0,0,0,0,0,0,0,0,0
pemilu langsung biar bwt milih presiden n dpr sj capres pun biar tdk kyk kucing dlm karung  mgkn bisa bikin mekanisme baru yg lebih ok misal capres ditentukan dari gubernur yg berprestasi jd yg boleh maju jd capres hanya yg sdh jd gubernur,0,0,0,0,0,0,0,0,0,0,0,0
 gak vital gimanaudah dari kapan inter gak punya bek kanan yg bisa jd pembeda terakhir itu ya era maicon dambrosio juga baru setelah kedatangan cancelo bagusnyanhmmmmberarti kesimpulannya yg geblek ausilio ini xfxfxxxf,1,1,1,0,0,0,0,0,1,1,0,0
 namanya jg agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
